id,loan_amnt,term,int_rate,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,purpose,title,zip_code,addr_state,dti,earliest_cr_line,fico_range_low,fico_range_high,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,application_type,mort_acc,pub_rec_bankruptcies,installment,default_risk,loan_status
1003510,19375, 60 months,7.27,A,A4,Director,4 years,RENT,162313.9879637731,Source Verified,Jun-2015,debt_consolidation,debt_consolidation,997xx,DE,4.152144924319634,Jan-1998,820,824,1,10,0,20893,49.188062984550264,12,f,Individual,1,0,386.12,0,Fully Paid
1003511,16088, 36 months,20.34,E,E5,nan,< 1 year,MORTGAGE,88959.22984697898,Verified,Oct-2016,home_improvement,home_improvement,333xx,IL,21.95114502385168,Jun-2002,834,838,0,17,0,33125,56.76617909621504,21,f,Joint App,8,1,600.68,0,Fully Paid
1003512,11014, 60 months,12.74,C,C5,Sales,2 years,RENT,104861.62096168696,Verified,May-2015,medical,medical,121xx,CT,21.235157199905757,May-2008,688,692,0,9,0,45948,96.11328647766307,11,w,Individual,4,0,249.14,0,Fully Paid
1003513,4273, 36 months,14.4,D,D2,Director,< 1 year,OWN,112474.73567429188,Not Verified,Dec-2016,debt_consolidation,debt_consolidation,156xx,ND,34.746897773090836,Oct-1993,679,683,0,14,0,8575,24.81248496003825,18,f,Individual,6,0,146.87,1,Charged Off
1003514,38306, 36 months,8.34,B,B1,Director,6 years,MORTGAGE,90383.89908258864,Not Verified,Aug-2018,credit_card,credit_card,126xx,NJ,31.163490031336686,Jun-2007,835,839,1,13,0,47748,49.94855720715381,14,w,Individual,4,0,1206.39,0,Fully Paid
1003515,31881, 60 months,5.37,A,A4,nan,4 years,MORTGAGE,97286.49029088371,Source Verified,Sep-2016,credit_card,credit_card,892xx,NE,11.484485097288903,Nov-1991,803,807,0,9,0,13462,85.91360235468764,13,w,Individual,1,1,607.05,0,Fully Paid
1003516,32486, 36 months,18.32,E,E1,RN,nan,OWN,22692.752532631715,Source Verified,Jan-2018,debt_consolidation,debt_consolidation,900xx,OR,20.879179626560067,Jun-1998,842,846,2,11,1,44390,23.07658176729951,18,w,Individual,6,0,1179.67,0,Fully Paid
1003517,13541, 36 months,16.75,D,D2,Teacher,3 years,MORTGAGE,267771.658768156,Not Verified,Mar-2016,debt_consolidation,debt_consolidation,930xx,WA,15.12697414007732,Nov-1996,803,807,0,10,1,45281,80.11926530781827,10,f,Individual,3,0,481.09,0,Fully Paid
1003518,9712, 60 months,17.45,D,D1,RN,6 years,RENT,107317.32599579137,Not Verified,Sep-2017,credit_card,credit_card,300xx,PA,14.127043651967055,Nov-2007,662,666,0,9,0,31822,23.60837160443905,11,f,Joint App,5,0,243.72,0,Fully Paid
1003519,10168, 60 months,10.1,B,B1,Project Manager,8 years,RENT,104127.32268732478,Source Verified,Oct-2018,debt_consolidation,debt_consolidation,647xx,MT,29.238321950092722,Nov-2010,684,688,0,11,0,38706,2.3406327366801816,16,f,Individual,1,0,216.54,0,Fully Paid
1003520,4551, 36 months,9.79,B,B1,Supervisor,5 years,MORTGAGE,74592.63653763616,Source Verified,Jul-2016,debt_consolidation,debt_consolidation,722xx,AL,23.975968881670685,Mar-2009,824,828,0,10,0,23554,8.425917434290998,19,f,Individual,4,0,146.4,0,Fully Paid
1003521,13297, 36 months,21.61,E,E2,Director,8 years,MORTGAGE,18739.796422107796,Verified,Oct-2018,other,other,980xx,CT,7.957079428393867,Sep-2006,789,793,0,8,2,18984,55.398717033985136,9,f,Individual,0,0,505.14,0,Fully Paid
1003522,28128, 36 months,20.23,E,E2,RN,5 years,RENT,14960.72212392233,Source Verified,Mar-2016,debt_consolidation,debt_consolidation,488xx,ME,24.82775200858333,Dec-2009,662,666,0,8,1,35762,3.806514642040948,23,w,Individual,2,0,1048.64,1,Charged Off
1003523,3832, 60 months,11.74,C,C2,Teacher,9 years,MORTGAGE,81143.2947726843,Not Verified,Dec-2018,debt_consolidation,debt_consolidation,798xx,MN,18.54665931126188,May-2010,767,771,1,12,0,23659,31.593575466168712,20,w,Individual,3,0,84.74,0,Fully Paid
1003524,29483, 36 months,17.76,D,D4,Teacher,8 years,RENT,58526.721411178776,Verified,Oct-2016,debt_consolidation,debt_consolidation,800xx,CO,13.641612270878113,Sep-1994,729,733,0,10,0,2401,73.61312582320598,11,w,Individual,3,0,1062.33,0,Fully Paid
1003525,23063, 36 months,21.56,E,E3,nan,5 years,MORTGAGE,94529.00038925625,Verified,Dec-2016,debt_consolidation,debt_consolidation,855xx,CT,2.66118602568731,Nov-2009,739,743,2,14,0,24296,67.60019232764319,30,w,Joint App,4,0,875.55,0,Fully Paid
1003526,23963, 36 months,22.78,F,F1,Engineer,8 years,MORTGAGE,50052.6476117778,Verified,Sep-2015,home_improvement,home_improvement,118xx,NJ,37.147696819350074,Apr-2006,755,759,0,12,0,21376,46.9906801028889,21,f,Individual,6,0,924.86,0,Fully Paid
1003527,14422, 60 months,5.12,A,A5,RN,2 years,MORTGAGE,48464.60993192257,Verified,Dec-2018,debt_consolidation,debt_consolidation,665xx,TN,34.467223274957924,Jun-2001,718,722,0,10,0,15370,88.78982291564824,18,w,Individual,6,0,272.95,0,Fully Paid
1003528,33920, 60 months,21.27,E,E5,RN,4 years,RENT,51349.68993111451,Verified,Nov-2016,credit_card,credit_card,593xx,NY,12.140907375886268,Jan-1999,718,722,1,11,0,27187,47.80983978713611,17,w,Individual,7,0,922.81,1,Charged Off
1003529,12156, 60 months,12.01,C,C3,Project Manager,10+ years,RENT,45693.67283857054,Verified,Feb-2017,debt_consolidation,debt_consolidation,153xx,TN,22.25369743314922,Oct-1995,842,846,1,6,0,4516,10.88707299509335,20,f,Individual,7,0,270.46,0,Fully Paid
1003530,12108, 36 months,19.37,E,E1,Engineer,4 years,RENT,31789.77048427794,Not Verified,Dec-2018,debt_consolidation,debt_consolidation,496xx,IN,34.587020749716906,Jan-1996,689,693,0,8,0,46809,28.228382914748885,17,f,Individual,7,0,446.1,1,Charged Off
1003531,32845, 60 months,12.43,C,C1,Director,9 years,MORTGAGE,28400.116555296634,Not Verified,Jan-2016,debt_consolidation,debt_consolidation,884xx,WA,20.777854425160523,Apr-1994,755,759,2,11,0,36380,99.11951500753021,24,w,Individual,4,0,737.78,0,Fully Paid
1003532,3800, 36 months,17.12,D,D1,nan,7 years,RENT,80383.37362359709,Source Verified,Aug-2017,car,car,486xx,WI,5.672738865226674,Apr-2003,819,823,0,4,0,28575,90.24374299275458,15,f,Individual,0,0,135.71,0,Fully Paid
1003533,39078, 36 months,17.94,D,D2,Engineer,10+ years,RENT,86893.93933000368,Not Verified,Jun-2015,medical,medical,812xx,DC,18.987515964905626,Sep-2008,764,768,0,5,0,41961,99.58395038479347,6,w,Individual,8,0,1411.59,0,Fully Paid
1003534,3610, 60 months,13.1,C,C4,nan,10+ years,RENT,10191.882718500196,Not Verified,Apr-2015,debt_consolidation,debt_consolidation,228xx,NC,12.559801884366761,Jul-2004,803,807,0,11,0,3789,56.09415674050092,14,f,Individual,7,1,82.32,0,Fully Paid
1003535,13067, 36 months,15.26,D,D2,Manager,6 years,MORTGAGE,53008.28327281543,Source Verified,Dec-2016,debt_consolidation,debt_consolidation,540xx,MI,18.312919627047705,Nov-1996,824,828,1,8,0,47085,23.502905203467815,26,f,Individual,9,0,454.64,0,Fully Paid
1003536,34872, 36 months,19.53,E,E1,Driver,1 year,OWN,52379.90075247948,Verified,Mar-2017,debt_consolidation,debt_consolidation,818xx,LA,33.91944445021298,Jun-2003,736,740,1,9,1,25234,4.145362333922897,11,f,Individual,2,0,1287.63,0,Fully Paid
1003537,11728, 60 months,14.53,D,D3,Sales,10+ years,MORTGAGE,78866.52363787987,Not Verified,Feb-2018,debt_consolidation,debt_consolidation,537xx,NY,16.352473197273206,Jul-2004,668,672,0,13,0,42867,27.372143821142792,30,f,Individual,7,0,276.12,1,Charged Off
1003538,30566, 36 months,5.28,A,A1,Teacher,1 year,RENT,80352.42251143247,Not Verified,Nov-2017,debt_consolidation,debt_consolidation,662xx,RI,31.97589062035226,Jan-1998,716,720,1,6,0,15654,98.04303275180871,7,f,Individual,0,1,919.94,0,Fully Paid
1003539,30783, 36 months,5.26,A,A1,Supervisor,6 years,OWN,90829.91362227847,Verified,Oct-2017,credit_card,credit_card,241xx,MI,9.30581843521316,Jun-2005,728,732,3,9,0,23412,27.791270127633382,19,w,Individual,8,0,926.19,0,Fully Paid
1003540,21583, 36 months,18.23,E,E4,Director,9 years,RENT,48850.17187398793,Verified,Dec-2017,debt_consolidation,debt_consolidation,218xx,WI,23.749217325797055,Aug-1993,708,712,0,13,0,29958,94.64949810129497,14,w,Individual,0,0,782.77,1,Charged Off
1003541,21238, 36 months,21.94,E,E1,Teacher,nan,RENT,39248.17065472648,Not Verified,May-2015,credit_card,credit_card,548xx,NY,17.042936930420378,Feb-2003,810,814,0,15,0,6270,41.4526617537155,23,w,Individual,9,0,810.43,0,Fully Paid
1003542,8263, 60 months,20.71,E,E2,Sales,9 years,RENT,21403.582129928578,Verified,Nov-2016,debt_consolidation,debt_consolidation,220xx,AR,38.92383720595956,Oct-1999,750,754,1,16,0,3203,95.94568414974158,17,f,Individual,5,0,222.2,1,Charged Off
1003543,2914, 36 months,11.21,C,C5,Sales,3 years,RENT,56139.228812580695,Not Verified,Aug-2015,credit_card,credit_card,730xx,MA,0.03041587460246742,Nov-1996,828,832,0,10,0,22260,3.013986829440307,20,f,Individual,6,1,95.69,0,Fully Paid
1003544,24749, 60 months,14.42,D,D4,RN,5 years,MORTGAGE,23406.540659373866,Verified,Mar-2017,credit_card,credit_card,476xx,SD,14.54667600403992,Oct-2009,705,709,1,11,0,42170,76.89026026684705,13,w,Individual,2,1,581.27,0,Fully Paid
1003545,20456, 36 months,9.68,B,B4,Manager,8 years,MORTGAGE,39284.00116045469,Source Verified,Jan-2017,credit_card,credit_card,460xx,NE,32.53516251257104,Jun-1993,836,840,2,12,0,26319,82.59443614580097,12,w,Individual,0,0,656.99,0,Fully Paid
1003546,26582, 36 months,24.78,F,F4,nan,9 years,MORTGAGE,26025.844159422777,Not Verified,Jan-2015,other,other,298xx,OR,15.660217978862345,Apr-2001,676,680,1,10,0,42327,22.739540710301974,10,w,Individual,1,0,1053.81,1,Charged Off
1003547,1406, 36 months,10.21,B,B1,Supervisor,10+ years,RENT,135354.77605447383,Verified,Jun-2018,major_purchase,major_purchase,451xx,MO,8.700387328766702,Jun-1993,779,783,3,7,0,3416,33.186819143720214,19,f,Individual,4,0,45.51,0,Fully Paid
1003548,14689, 60 months,13.33,C,C4,Manager,3 years,MORTGAGE,27807.61672394782,Verified,Oct-2017,home_improvement,home_improvement,547xx,MO,34.131124842491396,Aug-2002,661,665,0,12,0,32434,86.81375936092346,20,w,Individual,7,0,336.71,1,Charged Off
1003549,33934, 36 months,18.62,E,E4,RN,6 years,RENT,35761.83377227735,Source Verified,May-2018,debt_consolidation,debt_consolidation,159xx,VT,23.669099659998555,Nov-2004,725,729,0,15,1,46323,83.77653065440761,31,w,Individual,4,0,1237.38,0,Fully Paid
1003550,34276, 60 months,22.52,F,F2,nan,8 years,MORTGAGE,83528.8965865932,Verified,Feb-2018,debt_consolidation,debt_consolidation,343xx,MI,22.266003084399234,Jun-2003,743,747,2,11,0,37612,9.805215334279517,30,w,Individual,5,0,956.83,1,Charged Off
1003551,37432, 36 months,6.03,A,A3,Sales,< 1 year,RENT,118858.46829442901,Verified,Nov-2015,small_business,small_business,337xx,AK,16.033293499643047,Nov-2010,797,801,5,12,0,48448,73.40407397962115,27,f,Individual,7,0,1139.26,0,Fully Paid
1003552,20873, 60 months,11.02,C,C2,Project Manager,9 years,RENT,38694.24074513984,Verified,Mar-2015,credit_card,credit_card,194xx,SD,6.30473627232365,Aug-2009,735,739,0,7,0,48548,27.36032508044518,19,w,Individual,6,0,454.04,0,Fully Paid
1003553,14050, 60 months,16.38,D,D2,RN,10+ years,RENT,149544.864141922,Not Verified,Jun-2016,debt_consolidation,debt_consolidation,702xx,NH,23.02370141586641,Jul-2010,756,760,0,7,0,5845,51.61622858483001,13,f,Individual,6,0,344.51,0,Fully Paid
1003554,1680, 60 months,17.37,D,D3,Project Manager,1 year,MORTGAGE,50534.988246008346,Source Verified,Aug-2017,debt_consolidation,debt_consolidation,110xx,AK,20.211198459830406,Apr-2010,731,735,0,7,0,14122,87.51455459869918,14,w,Individual,1,0,42.09,1,Charged Off
1003555,19908, 60 months,6.4,A,A3,Manager,8 years,OWN,120453.53900756582,Source Verified,Oct-2018,credit_card,credit_card,332xx,ND,16.08391272457547,Jan-2004,795,799,0,11,0,7765,52.33412002704561,18,f,Joint App,2,0,388.59,0,Fully Paid
1003556,19504, 36 months,18.28,E,E4,Sales,4 years,MORTGAGE,61584.65820416524,Source Verified,Oct-2016,wedding,wedding,522xx,OH,3.0753155133516596,Apr-1994,700,704,0,12,0,34616,52.30092968821276,31,f,Individual,0,0,707.86,1,Charged Off
1003557,22644, 60 months,15.56,D,D2,Manager,3 years,MORTGAGE,27206.32699863255,Not Verified,Nov-2016,debt_consolidation,debt_consolidation,865xx,MS,26.038425160019653,Jan-2002,743,747,0,9,0,35552,68.47788004582077,17,f,Individual,0,0,545.38,0,Fully Paid
1003558,38125, 36 months,21.55,E,E1,Director,6 years,MORTGAGE,35551.346330587825,Verified,Jul-2016,home_improvement,home_improvement,870xx,ME,25.269463374094766,Mar-1996,756,760,1,7,0,9579,93.8833844586194,14,w,Individual,3,0,1447.15,0,Fully Paid
1003559,2363, 36 months,9.44,B,B5,Director,4 years,RENT,55908.78658491595,Not Verified,Sep-2016,debt_consolidation,debt_consolidation,927xx,WY,22.36302896142615,Jun-1998,697,701,1,6,0,28572,38.640259649387545,18,w,Joint App,1,0,75.63,0,Fully Paid
1003560,36060, 36 months,8.9,B,B5,Manager,< 1 year,RENT,112740.2537841619,Source Verified,Aug-2017,debt_consolidation,debt_consolidation,912xx,AR,5.259515366115162,Oct-2000,749,753,1,8,0,47256,28.762678480604432,10,f,Joint App,0,0,1145.02,0,Fully Paid
1003561,2538, 36 months,20.87,E,E5,nan,8 years,MORTGAGE,83363.51530840268,Source Verified,Oct-2016,debt_consolidation,debt_consolidation,649xx,UT,12.113521026154825,Mar-2004,775,779,0,10,0,45790,89.13000570400166,11,w,Individual,8,1,95.45,0,Fully Paid
1003562,37176, 36 months,19.08,E,E2,RN,7 years,OWN,128120.6404717816,Source Verified,Jun-2017,debt_consolidation,debt_consolidation,681xx,RI,18.794326266001228,Apr-1990,727,731,2,3,0,38790,22.023727322249485,18,w,Individual,6,1,1364.23,1,Charged Off
1003563,26675, 36 months,20.83,E,E3,Manager,2 years,MORTGAGE,39384.404367700234,Not Verified,Jul-2016,debt_consolidation,debt_consolidation,146xx,KY,29.379241867608904,Apr-1993,692,696,0,12,0,19198,62.423575382938445,20,w,Individual,2,0,1002.66,1,Charged Off
1003564,19287, 36 months,20.64,E,E4,Driver,9 years,MORTGAGE,23106.040656502762,Not Verified,May-2018,debt_consolidation,debt_consolidation,921xx,MN,8.916253046448741,Aug-1994,810,814,0,6,0,6380,48.52143698606469,11,f,Individual,7,0,723.08,0,Fully Paid
1003565,1174, 36 months,7.08,A,A4,Teacher,2 years,MORTGAGE,86077.1872991825,Verified,Feb-2016,debt_consolidation,debt_consolidation,115xx,MO,32.0340175469579,Oct-2000,845,849,1,14,0,10824,21.337225820690886,30,f,Joint App,3,0,36.29,0,Fully Paid
1003566,27732, 36 months,10.57,B,B5,Manager,2 years,RENT,78503.63124495448,Not Verified,Dec-2016,debt_consolidation,debt_consolidation,994xx,DC,12.766639509712805,Feb-2003,741,745,1,7,0,49943,39.58485307601297,14,f,Individual,4,0,902.27,0,Fully Paid
1003567,35998, 60 months,10.2,B,B4,Project Manager,6 years,MORTGAGE,54616.563044762675,Verified,Dec-2017,debt_consolidation,debt_consolidation,837xx,OH,26.6277885025344,Jun-2000,745,749,0,11,0,33100,32.22923397215113,18,f,Individual,2,0,768.4,0,Fully Paid
1003568,38055, 60 months,23.69,F,F1,Teacher,1 year,MORTGAGE,44284.79047403432,Verified,Dec-2015,house,house,355xx,ID,37.47721452619526,Jul-1996,773,777,0,11,0,30668,92.50526865181527,28,w,Individual,9,0,1087.93,1,Charged Off
1003569,13112, 60 months,14.75,D,D1,nan,8 years,MORTGAGE,46822.74425262594,Verified,Oct-2016,debt_consolidation,debt_consolidation,932xx,WY,28.56735442766375,Sep-2000,773,777,0,10,0,7612,48.235914896900745,13,f,Individual,9,0,310.22,0,Fully Paid
1003570,10689, 36 months,7.22,A,A3,Manager,3 years,MORTGAGE,38011.043431230944,Source Verified,Aug-2018,debt_consolidation,debt_consolidation,158xx,NH,2.77052952336172,Apr-1993,772,776,0,7,0,29146,73.39956832764288,15,w,Individual,3,0,331.12,0,Fully Paid
1003571,20555, 36 months,10.79,B,B4,Manager,6 years,MORTGAGE,73648.411376838,Verified,Sep-2018,debt_consolidation,debt_consolidation,178xx,OR,15.057068089419626,Aug-2001,723,727,0,10,0,16224,53.541167748565655,20,w,Individual,3,0,670.9,0,Fully Paid
1003572,34919, 60 months,22.44,F,F2,Driver,7 years,MORTGAGE,87835.62244456097,Not Verified,Feb-2018,debt_consolidation,debt_consolidation,158xx,CA,23.12643089068142,Nov-2006,699,703,1,4,0,37181,35.77207961151546,20,f,Individual,0,0,973.18,1,Charged Off
1003573,8619, 60 months,21.94,E,E4,Supervisor,4 years,MORTGAGE,131197.79842769037,Not Verified,Jan-2017,debt_consolidation,debt_consolidation,229xx,TX,26.930119081897644,Mar-1992,832,836,1,8,0,30743,46.54837375700408,27,f,Individual,5,0,237.75,0,Fully Paid
1003574,7033, 60 months,23.01,F,F2,nan,7 years,RENT,60281.87731210816,Source Verified,Sep-2015,debt_consolidation,debt_consolidation,549xx,RI,13.792805952857305,Apr-2007,764,768,0,12,0,49742,59.027290717795154,24,f,Individual,7,0,198.3,0,Fully Paid
1003575,5946, 36 months,12.77,C,C5,RN,3 years,MORTGAGE,73255.06642348635,Source Verified,Sep-2017,credit_card,credit_card,284xx,NC,17.149398725752004,Jul-2000,788,792,0,12,0,22671,86.72843485126538,18,f,Individual,4,0,199.69,0,Fully Paid
1003576,25618, 36 months,17.83,D,D2,Manager,9 years,MORTGAGE,22221.57329726989,Source Verified,Jul-2017,debt_consolidation,debt_consolidation,389xx,MT,15.039501671180142,Nov-1995,845,849,0,8,0,33649,63.27990527909836,8,w,Individual,3,1,923.97,0,Fully Paid
1003577,35675, 60 months,10.56,B,B5,Manager,1 year,MORTGAGE,64032.48846754779,Not Verified,Jan-2018,debt_consolidation,debt_consolidation,144xx,ID,27.91947376379636,Mar-1999,831,835,2,8,0,34579,50.430643795993745,12,w,Individual,0,0,767.86,0,Fully Paid
1003578,37258, 36 months,8.62,B,B1,Supervisor,2 years,MORTGAGE,86469.42964009214,Not Verified,Apr-2018,debt_consolidation,debt_consolidation,421xx,DE,36.54346547306534,Jan-1993,822,826,0,8,0,36308,0.7663977848475279,16,w,Individual,0,0,1178.22,0,Fully Paid
1003579,19919, 36 months,5.44,A,A4,Project Manager,5 years,MORTGAGE,36991.34804159379,Verified,Sep-2018,debt_consolidation,debt_consolidation,458xx,WV,31.12966680319269,Sep-2004,775,779,1,7,0,42578,33.49436056628736,18,w,Individual,5,0,600.93,0,Fully Paid
1003580,5173, 60 months,9.47,B,B3,Manager,9 years,MORTGAGE,140229.74277150427,Not Verified,Jul-2016,medical,medical,716xx,AK,10.526424994058177,May-2009,712,716,0,6,0,42224,66.09227047561916,7,f,Individual,5,0,108.57,0,Fully Paid
1003581,27400, 60 months,17.09,D,D4,Director,5 years,MORTGAGE,37060.62704896824,Source Verified,Jul-2015,debt_consolidation,debt_consolidation,770xx,TX,21.604212677639136,May-1993,804,808,3,8,0,44178,20.52063668481602,27,f,Individual,7,0,682.29,0,Fully Paid
1003582,5769, 36 months,23.08,F,F5,RN,nan,MORTGAGE,70118.49976509422,Verified,Oct-2016,debt_consolidation,debt_consolidation,350xx,CT,19.12500242773964,Jan-1998,800,804,2,10,0,43057,88.32293638461002,25,f,Individual,5,0,223.56,0,Fully Paid
1003583,38564, 36 months,7.67,A,A4,RN,nan,RENT,66712.73956377758,Verified,May-2015,debt_consolidation,debt_consolidation,399xx,IL,0.6211301461619412,Jun-2003,728,732,2,10,0,48893,86.32664549173097,26,w,Joint App,5,0,1202.59,0,Fully Paid
1003584,15211, 60 months,23.36,F,F3,Supervisor,nan,MORTGAGE,35523.4574831424,Source Verified,Jun-2015,credit_card,credit_card,232xx,CA,37.5352988233817,Dec-2002,734,738,0,10,0,9032,68.89417960030679,28,w,Joint App,3,0,431.96,1,Charged Off
1003585,24255, 36 months,11.91,C,C5,Director,6 years,MORTGAGE,54611.236110060636,Verified,Jul-2018,debt_consolidation,debt_consolidation,720xx,WY,18.638577445296338,Apr-1994,746,750,0,12,0,35376,75.18028149700048,19,w,Individual,8,0,804.57,0,Fully Paid
1003586,28962, 60 months,13.54,C,C5,Supervisor,nan,MORTGAGE,62035.65686838885,Source Verified,Oct-2015,debt_consolidation,debt_consolidation,507xx,MD,37.72633147813982,Apr-2003,676,680,0,10,0,37065,76.81719810446324,20,w,Individual,2,0,667.01,1,Charged Off
1003587,20356, 60 months,12.3,C,C3,Teacher,10+ years,RENT,63597.55711145083,Source Verified,Sep-2018,other,other,590xx,NE,26.567746363139356,Nov-2006,758,762,2,17,0,12211,38.43007311652412,23,f,Individual,5,0,455.9,0,Fully Paid
1003588,21306, 60 months,13.17,C,C4,Driver,3 years,MORTGAGE,23748.847006423537,Source Verified,Oct-2018,credit_card,credit_card,773xx,FL,28.327687521071297,Jul-2010,827,831,0,8,0,14755,76.51287572045959,13,f,Individual,7,0,486.63,0,Fully Paid
1003589,5997, 60 months,10.18,B,B3,RN,7 years,MORTGAGE,74060.26705864538,Not Verified,Jun-2018,debt_consolidation,debt_consolidation,225xx,TN,17.079385999987768,Nov-1993,739,743,1,10,0,24582,0.9627375121323944,14,f,Individual,2,1,127.95,0,Fully Paid
1003590,18376, 36 months,18.97,E,E2,Manager,7 years,RENT,109080.71506021784,Source Verified,Nov-2015,credit_card,credit_card,772xx,VT,34.319162067204346,Jan-1999,693,697,0,7,0,25916,96.53546926234557,7,f,Individual,8,1,673.31,1,Charged Off
1003591,39055, 36 months,20.16,E,E1,Supervisor,10+ years,MORTGAGE,101754.51440336881,Source Verified,Jun-2015,debt_consolidation,debt_consolidation,178xx,MO,7.417391756665963,Sep-1997,710,714,2,11,0,27232,65.63641533075378,27,f,Individual,6,0,1454.61,0,Fully Paid
1003592,11578, 36 months,21.46,E,E3,RN,6 years,RENT,94520.93924801455,Verified,Mar-2016,debt_consolidation,debt_consolidation,178xx,ME,38.366321681382665,Dec-2010,766,770,0,16,0,24265,21.86302146884992,17,w,Individual,6,0,438.94,0,Fully Paid
1003593,19624, 36 months,11.83,C,C5,Sales,2 years,RENT,33305.66844713682,Verified,Aug-2017,major_purchase,major_purchase,356xx,PA,24.652454931525188,Aug-1998,842,846,0,5,0,39204,19.511189544601116,16,f,Individual,3,0,650.21,0,Fully Paid
1003594,1389, 36 months,20.29,E,E2,Manager,2 years,OWN,90482.34573255417,Source Verified,May-2017,debt_consolidation,debt_consolidation,656xx,ME,13.293790061202424,Sep-1995,699,703,0,11,0,19728,98.0984063366518,14,w,Individual,4,0,51.83,1,Charged Off
1003595,34767, 36 months,17.75,D,D1,Project Manager,1 year,RENT,24282.806489505856,Verified,Jan-2017,other,other,310xx,GA,29.57425343573633,May-1994,794,798,2,10,0,8229,58.979177307509936,13,w,Individual,5,0,1252.55,0,Fully Paid
1003596,2855, 60 months,24.16,F,F3,Project Manager,10+ years,MORTGAGE,53756.40856571961,Not Verified,Aug-2018,home_improvement,home_improvement,606xx,WV,29.80608018072804,Aug-2010,693,697,2,12,0,13384,8.629220168241547,27,f,Individual,1,0,82.4,1,Charged Off
1003597,14794, 36 months,13.5,C,C1,nan,6 years,RENT,30442.321846818915,Not Verified,Jan-2015,car,car,822xx,HI,30.982523871521444,Jun-2008,779,783,1,10,1,32084,46.40633363315252,12,w,Individual,1,0,502.04,0,Fully Paid
1003598,36531, 36 months,24.85,F,F4,Teacher,5 years,RENT,107946.12978781795,Verified,May-2017,debt_consolidation,debt_consolidation,852xx,MT,11.738956110898208,Jan-2006,823,827,4,9,0,10090,33.61068372668221,18,w,Individual,1,0,1449.57,0,Fully Paid
1003599,5986, 36 months,19.81,E,E5,Engineer,nan,MORTGAGE,63696.02733205962,Verified,Aug-2015,debt_consolidation,debt_consolidation,932xx,MA,1.026965237717734,Sep-2003,699,703,3,12,0,16794,7.699134042725331,20,w,Individual,1,0,221.88,0,Fully Paid
1003600,33298, 36 months,20.53,E,E3,Supervisor,6 years,MORTGAGE,18550.777067765728,Verified,Mar-2017,debt_consolidation,debt_consolidation,465xx,FL,35.56868317120532,Jul-2002,805,809,1,8,0,29904,39.130322065705684,21,f,Individual,0,0,1246.48,0,Fully Paid
1003601,2481, 36 months,5.51,A,A5,Director,1 year,MORTGAGE,48835.2211984146,Verified,Oct-2015,credit_card,credit_card,979xx,MS,31.90157338245791,Apr-2005,683,687,0,9,0,30039,47.13380068204087,18,w,Individual,8,0,74.93,1,Charged Off
1003602,4731, 36 months,14.95,D,D2,Director,3 years,MORTGAGE,25236.635025667696,Verified,Mar-2015,debt_consolidation,debt_consolidation,325xx,TN,16.075773173734653,Apr-2007,770,774,0,11,0,37213,81.64784138772677,16,f,Individual,2,1,163.89,0,Fully Paid
1003603,17835, 36 months,15.57,D,D2,Manager,< 1 year,MORTGAGE,42903.61713773527,Not Verified,May-2016,debt_consolidation,debt_consolidation,554xx,CO,6.648833617299403,Sep-1996,818,822,0,6,0,29002,18.634686704989523,9,f,Individual,8,0,623.25,0,Fully Paid
1003604,28798, 60 months,5.81,A,A1,Project Manager,1 year,RENT,48765.01737992197,Source Verified,Nov-2016,credit_card,credit_card,830xx,WI,18.752893947885365,Feb-1997,842,846,0,10,1,39702,57.9763913208154,18,f,Individual,6,0,554.21,0,Fully Paid
1003605,27113, 60 months,11.24,C,C2,Project Manager,6 years,RENT,88718.4493098183,Verified,Jan-2015,credit_card,credit_card,409xx,MD,12.23063053830234,Jun-1990,747,751,0,8,0,10338,67.7255067166783,12,f,Individual,1,0,592.75,0,Fully Paid
1003606,20477, 60 months,24.11,F,F2,RN,4 years,MORTGAGE,103046.0250113026,Source Verified,Jul-2016,debt_consolidation,debt_consolidation,475xx,IL,7.762252086564061,Aug-2010,800,804,0,15,0,26495,96.99760102097991,17,w,Individual,7,0,590.39,0,Fully Paid
1003607,18266, 36 months,13.52,C,C3,Supervisor,9 years,MORTGAGE,25546.71766027658,Verified,Aug-2018,debt_consolidation,debt_consolidation,898xx,DE,19.446530801414497,Mar-1999,761,765,0,5,0,30220,73.2471453573173,14,w,Individual,6,0,620.04,0,Fully Paid
1003608,21792, 36 months,8.73,B,B5,Supervisor,2 years,RENT,50253.12174947886,Source Verified,May-2017,debt_consolidation,debt_consolidation,664xx,WY,33.18738414330433,Feb-2006,848,852,4,13,2,35590,55.66448198603289,17,w,Individual,8,1,690.24,0,Fully Paid
1003609,21452, 36 months,15.27,D,D1,Manager,1 year,MORTGAGE,47284.70293408837,Verified,Mar-2015,credit_card,credit_card,399xx,PA,23.267540953680907,Oct-1996,810,814,0,5,0,19940,0.7570062112132736,20,f,Individual,2,0,746.48,0,Fully Paid
