id,loan_amnt,term,int_rate,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,purpose,title,zip_code,addr_state,DTI Ratio %,earliest_cr_line,fico_range_low,fico_range_high,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,application_type,mort_acc,pub_rec_bankruptcies,installment,default_risk,loan_status,credit_score_bucket,credit_score_range,monthly_income,payment_to_income_ratio (%)
1004349,9263, 36 months,5.77,A,A2,Engineer,9 years,RENT,83548.47245999717,Verified,Jul-2015,other,other,597xx,WV,18.99267814264372,Aug-1996,838,842,0,18,0,34708,51.18182310600563,37,Fractional Funded,Individual,8,0,280.83,0,Fully Paid,Excellent,4,6962.372704999764,4.033538735987698
1004350,26805, 36 months,8.54,B,B1,Engineer,< 1 year,MORTGAGE,73781.32130956216,Source Verified,Aug-2017,car,car,845xx,NH,14.31114789830823,Feb-1996,664,668,1,10,0,21136,21.946624280228026,16,Whole Funded,Individual,3,0,846.66,1,Charged Off,Fair,4,6148.443442463514,13.770314518185863
1004351,27143, 36 months,18.01,E,E4,Manager,9 years,MORTGAGE,14658.63689491894,Verified,Mar-2017,debt_consolidation,debt_consolidation,324xx,PA,30.848162226743263,Dec-1992,717,721,0,9,0,7805,39.21803096696112,11,Whole Funded,Individual,1,0,981.42,1,Charged Off,Good,4,1221.5530745765784,80.34198598699327
1004352,12874, 36 months,14.97,D,D4,Manager,,MORTGAGE,111533.62651177697,Not Verified,Aug-2015,debt_consolidation,debt_consolidation,447xx,NY,11.22990559507972,Aug-2002,710,714,1,11,1,18661,83.1461276463183,15,Whole Funded,Individual,4,0,446.09,0,Fully Paid,Good,4,9294.468875981414,4.799521155563575
1004353,28529, 36 months,20.95,E,E5,Driver,< 1 year,MORTGAGE,249109.02045063605,Source Verified,Aug-2018,credit_card,credit_card,751xx,ND,2.995682582192565,Sep-1994,716,720,1,5,0,11933,45.56078240535199,15,Whole Funded,Individual,1,1,1074.1,0,Fully Paid,Good,4,20759.085037553003,5.174120140926068
1004354,21866, 36 months,6.22,A,A4,Supervisor,7 years,MORTGAGE,76608.05690741344,Verified,Jan-2017,vacation,vacation,938xx,MT,7.965974419153747,Jul-2009,838,842,1,14,1,24770,66.7031324476714,16,Whole Funded,Individual,3,0,667.39,0,Fully Paid,Excellent,4,6384.004742284454,10.454096244314208
1004355,15079, 36 months,22.78,F,F1,Director,6 years,MORTGAGE,75724.44783566095,Not Verified,Feb-2015,debt_consolidation,debt_consolidation,146xx,NV,32.80255851106345,Feb-2001,807,811,0,18,0,8932,17.960298465923263,27,Fractional Funded,Individual,2,0,581.98,1,Charged Off,Excellent,4,6310.370652971746,9.22259613586926
1004356,8243, 60 months,24.93,F,F4,Engineer,4 years,OWN,70289.80512860519,Source Verified,Mar-2018,other,other,415xx,CT,25.436652514139936,Mar-1990,748,752,0,13,0,23358,93.72439753681,17,Whole Funded,Individual,8,0,241.6,1,Charged Off,Very Good,4,5857.483760717099,4.124637982272823
1004357,30872, 36 months,5.31,A,A4,Teacher,8 years,MORTGAGE,32723.02607788861,Source Verified,Mar-2016,debt_consolidation,debt_consolidation,558xx,ND,23.091381524609204,Jan-1991,817,821,1,9,0,47470,82.5678448489023,21,Fractional Funded,Individual,0,0,929.56,0,Fully Paid,Excellent,4,2726.918839824051,34.088289919914814
1004358,10018, 60 months,24.35,F,F3,Sales,< 1 year,MORTGAGE,61609.62583985329,Source Verified,Dec-2017,debt_consolidation,debt_consolidation,519xx,NV,21.541500008051308,Aug-1995,719,723,0,9,0,40121,3.097812031979652,17,Fractional Funded,Individual,9,0,290.24,1,Charged Off,Good,4,5134.135486654441,5.653142593420908
1004359,13100, 36 months,9.72,B,B1,Driver,2 years,OWN,68230.33012828938,Source Verified,Sep-2018,debt_consolidation,debt_consolidation,326xx,CA,29.96189982586834,Sep-1996,743,747,0,12,0,16011,3.8705829844479354,30,Whole Funded,Individual,8,0,420.98,0,Fully Paid,Very Good,4,5685.860844024115,7.403980004935459
1004360,20800, 60 months,18.85,E,E4,Supervisor,5 years,RENT,97121.69580877252,Verified,Jun-2016,debt_consolidation,debt_consolidation,686xx,KY,7.851618397782043,Sep-2004,803,807,2,8,0,33215,66.54515341614376,13,Whole Funded,Individual,1,1,537.85,0,Fully Paid,Excellent,4,8093.474650731044,6.645477044292944
1004361,27910, 36 months,10.85,B,B1,Driver,< 1 year,MORTGAGE,77101.50342939157,Source Verified,Aug-2015,debt_consolidation,debt_consolidation,996xx,NM,8.388988575291858,Apr-2007,831,835,0,10,0,42842,44.700231072523486,29,Whole Funded,Individual,6,1,911.76,0,Fully Paid,Excellent,4,6425.12528578263,14.190540408877652
1004362,30437, 36 months,15.44,D,D1,Manager,,RENT,83218.9081358348,Source Verified,Aug-2016,debt_consolidation,debt_consolidation,270xx,NM,5.208400733818923,Aug-2005,685,689,1,12,0,4604,62.09850116023783,21,Fractional Funded,Individual,4,0,1061.68,0,Fully Paid,Good,4,6934.909011319567,15.309213116813261
1004363,38588, 36 months,15.21,D,D4,Driver,5 years,MORTGAGE,47439.07688566706,Verified,Mar-2017,credit_card,credit_card,648xx,NH,13.572765171710856,Oct-2006,661,665,0,11,0,45838,62.26070293591687,22,Fractional Funded,Individual,0,0,1341.64,1,Charged Off,Fair,4,3953.256407138922,33.93759123686543
1004364,12001, 36 months,12.22,C,C4,Engineer,1 year,MORTGAGE,119220.10740928828,Verified,Jan-2018,home_improvement,home_improvement,311xx,VT,10.95565934036654,Jul-2005,750,754,0,10,0,33669,19.861921580314924,12,Fractional Funded,Individual,9,1,399.87,0,Fully Paid,Very Good,4,9935.008950774023,4.024857974273357
1004365,20942, 36 months,19.35,E,E1,Director,9 years,MORTGAGE,143379.78250710704,Not Verified,Oct-2016,debt_consolidation,debt_consolidation,898xx,MN,36.60674725535448,Nov-1996,717,721,0,5,0,1236,78.95712378883837,9,Whole Funded,Individual,6,0,771.36,1,Charged Off,Good,4,11948.315208925587,6.455805580219222
1004366,21862, 36 months,16.99,D,D5,Supervisor,4 years,MORTGAGE,72124.01047312858,Verified,Nov-2016,major_purchase,major_purchase,740xx,AR,0.4971623606635056,Sep-2005,696,700,1,12,1,28736,75.35391331415569,18,Whole Funded,Individual,6,0,779.33,0,Fully Paid,Good,4,6010.334206094049,12.966500252345622
1004367,12669, 36 months,15.17,D,D5,RN,10+ years,RENT,74473.47394641142,Source Verified,Sep-2017,debt_consolidation,debt_consolidation,212xx,NJ,18.965806395389592,Sep-2001,664,668,0,11,0,30958,72.18137674333998,12,Fractional Funded,Individual,3,1,440.23,1,Charged Off,Fair,4,6206.122828867618,7.093478684506237
1004368,16916, 60 months,24.66,F,F1,,9 years,RENT,40752.22434990068,Verified,Dec-2016,credit_card,credit_card,728xx,VA,29.226203927371053,Jul-1998,721,725,0,9,0,27990,25.2290391563068,16,Fractional Funded,Individual,8,1,493.14,1,Charged Off,Good,4,3396.0186958250565,14.521121471040447
1004369,11878, 36 months,23.8,F,F1,Project Manager,1 year,RENT,86337.38859028574,Source Verified,May-2015,credit_card,credit_card,725xx,LA,36.264299883536985,Jun-2004,687,691,0,10,1,2163,33.15841858556752,27,Whole Funded,Individual,3,0,464.76,1,Charged Off,Good,4,7194.782382523812,6.459681131272379
1004370,3985, 36 months,24.11,F,F5,Director,< 1 year,RENT,59716.3707186106,Verified,Dec-2017,major_purchase,major_purchase,437xx,MI,38.64171814705563,Sep-1997,841,845,3,7,0,4991,53.88549459750508,17,Whole Funded,Individual,2,0,156.57,0,Fully Paid,Excellent,4,4976.364226550883,3.1462729187834917
1004371,33369, 36 months,22.63,F,F5,,,MORTGAGE,45486.42946485594,Not Verified,Jul-2017,debt_consolidation,debt_consolidation,232xx,FL,2.771910518844769,Jun-1997,833,837,1,11,0,8346,22.91815542616008,23,Fractional Funded,Individual,7,0,1285.28,0,Fully Paid,Excellent,4,3790.5357887379946,33.9076075687948
1004372,9112, 36 months,10.1,B,B3,Project Manager,,MORTGAGE,49608.40584618051,Not Verified,Jun-2015,debt_consolidation,debt_consolidation,719xx,ND,7.803325023738545,Jun-1992,681,685,0,10,0,49136,63.81754495454837,28,Whole Funded,Individual,7,0,294.45,0,Fully Paid,Good,4,4134.033820515043,7.1225832391307256
1004373,19931, 60 months,12.0,C,C5,RN,3 years,MORTGAGE,65235.95463321792,Not Verified,Jul-2015,debt_consolidation,debt_consolidation,652xx,WI,39.96100547551493,Mar-1990,672,676,0,5,0,4430,99.13112388835656,23,Fractional Funded,Individual,1,1,443.35,1,Charged Off,Good,4,5436.32955276816,8.15531868876948
1004374,28340, 60 months,9.62,B,B5,Driver,1 year,RENT,64093.83205958954,Not Verified,Sep-2017,debt_consolidation,debt_consolidation,120xx,PA,12.539321525142904,Sep-1990,781,785,3,6,0,22407,72.39277741229847,17,Fractional Funded,Individual,0,0,596.86,0,Fully Paid,Very Good,4,5341.1526716324615,11.174741421828271
1004375,1336, 60 months,24.72,F,F2,,8 years,RENT,139374.99042445607,Not Verified,Feb-2017,debt_consolidation,debt_consolidation,839xx,RI,2.2232372865060723,May-1996,703,707,0,14,0,22175,69.09500485842597,32,Fractional Funded,Individual,9,0,38.99,1,Charged Off,Good,4,11614.582535371339,0.33569867777217893
1004376,20363, 60 months,8.05,B,B4,RN,,MORTGAGE,42772.44564006745,Verified,May-2015,debt_consolidation,debt_consolidation,121xx,MO,37.34782312202149,Dec-1993,725,729,0,9,0,30201,23.598081683014804,18,Fractional Funded,Individual,0,0,413.38,1,Charged Off,Good,4,3564.370470005621,11.597559891111658
1004377,4968, 36 months,12.33,C,C3,Director,10+ years,OWN,80409.29942654511,Source Verified,Jan-2017,debt_consolidation,debt_consolidation,921xx,DC,16.136165605656867,May-2006,806,810,0,10,1,27047,95.58738576365326,16,Whole Funded,Individual,6,0,165.79,0,Fully Paid,Excellent,4,6700.774952212093,2.4741914358020423
1004378,34678, 36 months,8.98,B,B3,,10+ years,MORTGAGE,32808.58132316104,Verified,Jan-2017,debt_consolidation,debt_consolidation,488xx,NV,11.641068150724797,Jan-2010,775,779,0,12,0,24876,19.83660291838637,28,Fractional Funded,Individual,5,0,1102.43,0,Fully Paid,Very Good,4,2734.0484435967533,40.32225553947055
1004379,17279, 36 months,9.47,B,B1,Manager,2 years,OWN,32006.62860051908,Not Verified,Feb-2015,debt_consolidation,debt_consolidation,192xx,OH,6.024238316486965,Jul-1992,687,691,0,9,0,3406,21.47601165004809,12,Whole Funded,Individual,5,0,553.26,0,Fully Paid,Good,4,2667.2190500432566,20.742953226546103
1004380,4129, 60 months,9.94,B,B2,Manager,,RENT,19530.158714301662,Not Verified,Jun-2015,debt_consolidation,debt_consolidation,899xx,DE,17.007885308562404,Aug-2008,700,704,1,9,0,3416,25.39273250187042,24,Fractional Funded,Individual,0,0,87.61,0,Fully Paid,Good,4,1627.5132261918052,5.383059172120977
1004381,39215, 60 months,17.79,D,D4,Director,8 years,MORTGAGE,114692.40207192115,Source Verified,Aug-2015,small_business,small_business,821xx,CO,14.71182198881413,Aug-2004,763,767,0,6,1,27064,61.11838895556184,16,Fractional Funded,Individual,0,0,991.33,0,Fully Paid,Very Good,4,9557.700172660096,10.372055851215235
1004382,39897, 36 months,6.52,A,A3,Supervisor,3 years,MORTGAGE,106572.61467643271,Not Verified,Oct-2015,debt_consolidation,debt_consolidation,441xx,KY,36.96515760868062,Aug-2002,671,675,0,16,1,26322,8.286918927336028,17,Fractional Funded,Joint App,1,0,1223.17,0,Fully Paid,Good,4,8881.05122303606,13.772806498709164
1004383,6850, 36 months,16.45,D,D5,Director,9 years,MORTGAGE,11938.678786133092,Verified,Mar-2015,debt_consolidation,debt_consolidation,461xx,ME,8.473758514102045,Feb-2008,730,734,1,7,1,1457,54.66501420019194,20,Fractional Funded,Joint App,0,0,242.35,0,Fully Paid,Good,4,994.8898988444244,24.35947940385084
1004384,21588, 60 months,21.39,E,E5,Sales,,MORTGAGE,66152.06442749388,Not Verified,Nov-2018,debt_consolidation,debt_consolidation,885xx,NM,3.4586835755415946,Apr-1997,690,694,1,14,0,48633,78.43134776230578,29,Whole Funded,Individual,0,1,588.77,0,Fully Paid,Good,4,5512.6720356244905,10.68030160682872
1004385,12949, 36 months,20.33,E,E5,Manager,6 years,RENT,46172.58500307064,Not Verified,Nov-2016,debt_consolidation,debt_consolidation,884xx,AL,11.05811795230072,Jul-1993,817,821,0,8,0,31705,71.47837057517144,25,Whole Funded,Individual,7,0,483.41,0,Fully Paid,Excellent,4,3847.7154169225537,12.563559089477486
1004386,9519, 60 months,8.02,B,B4,Driver,6 years,RENT,71596.83984349803,Source Verified,Nov-2018,debt_consolidation,debt_consolidation,666xx,VA,21.842317491381653,Apr-2000,703,707,1,1,0,8498,33.98985798034842,5,Fractional Funded,Individual,2,0,193.1,0,Fully Paid,Good,4,5966.4033202915025,3.2364556942249365
1004387,27375, 36 months,23.29,F,F3,Supervisor,5 years,RENT,63503.32182315305,Not Verified,Feb-2017,debt_consolidation,debt_consolidation,164xx,NC,13.114336538450772,Dec-1996,838,842,4,9,0,29395,36.17790837265898,22,Fractional Funded,Individual,7,0,1063.82,0,Fully Paid,Excellent,4,5291.943485262754,20.102633426879454
1004388,34082, 36 months,20.4,E,E4,RN,7 years,RENT,52517.649758298685,Verified,Oct-2016,debt_consolidation,debt_consolidation,770xx,AZ,12.490144357292436,Mar-1993,695,699,0,5,0,10125,49.60931560102721,7,Whole Funded,Individual,8,0,1273.57,0,Fully Paid,Good,4,4376.470813191557,29.100388289148547
1004389,12737, 36 months,5.11,A,A1,RN,10+ years,MORTGAGE,31953.32414515378,Not Verified,Nov-2016,small_business,small_business,150xx,MN,15.918361067748409,Feb-1996,676,680,1,4,0,22391,77.47763522279233,21,Fractional Funded,Individual,8,0,382.37,0,Fully Paid,Good,4,2662.777012096148,14.359820528080828
1004390,2134, 36 months,19.75,E,E1,Driver,10+ years,OWN,40514.43952879788,Verified,Oct-2018,debt_consolidation,debt_consolidation,631xx,FL,34.89921074498108,Mar-1991,846,850,5,13,0,16920,28.50432335293106,22,Whole Funded,Individual,8,0,79.04,0,Fully Paid,Excellent,4,3376.20329406649,2.3410912529736847
1004391,11938, 36 months,19.75,E,E2,Teacher,5 years,MORTGAGE,40380.93330708125,Not Verified,Mar-2018,debt_consolidation,debt_consolidation,315xx,SC,26.5090208583484,Jun-1995,713,717,0,6,1,46339,77.11344084149427,18,Whole Funded,Individual,8,0,442.14,1,Charged Off,Good,4,3365.077775590104,13.139072243953285
1004392,25486, 36 months,14.94,D,D1,Manager,8 years,RENT,47616.53980039114,Verified,Aug-2017,credit_card,credit_card,470xx,SD,21.08708763596665,Oct-2002,837,841,0,11,0,33117,83.7851203269254,23,Whole Funded,Individual,7,0,882.73,0,Fully Paid,Excellent,4,3968.044983365928,22.245967565902358
1004393,27096, 60 months,5.92,A,A3,,4 years,MORTGAGE,97422.68509086524,Not Verified,Feb-2015,medical,medical,648xx,IL,16.117479886780327,May-1996,777,781,1,12,0,6480,24.74512517678885,13,Fractional Funded,Individual,3,0,522.83,0,Fully Paid,Very Good,4,8118.557090905437,6.4399374685149935
1004394,6592, 36 months,16.6,D,D3,,10+ years,MORTGAGE,169902.09025011095,Source Verified,Jan-2016,small_business,small_business,303xx,NJ,2.8148742583625053,Mar-2002,727,731,0,12,0,2430,56.2989798624141,12,Fractional Funded,Joint App,7,1,233.71,0,Fully Paid,Good,4,14158.507520842579,1.6506683324916709
1004395,19108, 60 months,20.31,E,E3,Supervisor,2 years,MORTGAGE,37489.348636907744,Verified,Sep-2015,debt_consolidation,debt_consolidation,260xx,VA,35.38120795465874,Jun-1990,845,849,0,7,0,33492,76.20972802041544,8,Fractional Funded,Joint App,9,0,509.55,0,Fully Paid,Excellent,4,3124.1123864089786,16.31023269894922
1004396,18270, 36 months,10.42,B,B5,Manager,4 years,MORTGAGE,89675.46841559696,Not Verified,Jan-2015,car,car,958xx,TN,5.135250399608613,Jun-1993,739,743,0,11,0,18234,55.64500066414039,29,Fractional Funded,Individual,5,0,593.13,0,Fully Paid,Good,4,7472.955701299747,7.937020152505907
1004397,28649, 60 months,18.34,E,E5,Engineer,3 years,MORTGAGE,18376.0586112361,Verified,Mar-2018,debt_consolidation,debt_consolidation,648xx,NE,7.459225414816393,Apr-2009,731,735,1,8,0,39842,1.8520292496851387,11,Fractional Funded,Joint App,9,0,732.81,0,Fully Paid,Good,4,1531.3382176030084,47.85422263848817
1004398,11997, 36 months,12.08,C,C3,Engineer,2 years,MORTGAGE,21536.43881733043,Not Verified,Jul-2018,major_purchase,major_purchase,505xx,MI,18.005727857515677,Oct-1991,844,848,0,6,0,48663,93.64702939170778,21,Whole Funded,Individual,1,0,398.93,0,Fully Paid,Excellent,4,1794.7032347775357,22.228187494711335
1004399,34489, 36 months,16.48,D,D1,,< 1 year,MORTGAGE,66196.70193247114,Source Verified,Jan-2015,debt_consolidation,debt_consolidation,980xx,OR,5.60792055287247,Aug-1993,803,807,0,8,1,32960,57.82868040855399,11,Fractional Funded,Individual,2,0,1220.72,0,Fully Paid,Excellent,4,5516.391827705928,22.128957444048243
1004400,10104, 36 months,12.69,C,C1,Supervisor,7 years,MORTGAGE,96911.01891684331,Source Verified,May-2016,debt_consolidation,debt_consolidation,835xx,WA,25.60358910432676,Dec-1996,823,827,0,7,0,35328,3.973917124777493,23,Whole Funded,Individual,9,0,338.94,0,Fully Paid,Excellent,4,8075.918243070276,4.196922130691889
1004401,1870, 36 months,11.08,C,C2,Teacher,3 years,MORTGAGE,81930.5502014322,Source Verified,Jul-2018,debt_consolidation,debt_consolidation,334xx,GA,19.77319056540217,May-2003,788,792,3,6,0,43322,59.813092683543815,10,Whole Funded,Individual,8,0,61.29,0,Fully Paid,Very Good,4,6827.54585011935,0.8976871242677721
1004402,29684, 60 months,22.12,F,F4,Engineer,,RENT,44668.05948555781,Verified,Aug-2015,debt_consolidation,debt_consolidation,397xx,MA,19.911911580294216,Sep-2001,716,720,0,11,0,19286,45.582064500023264,15,Whole Funded,Individual,1,0,821.87,0,Fully Paid,Good,4,3722.3382904631508,22.079401061039487
1004403,35524, 36 months,20.08,E,E2,Director,2 years,RENT,133373.74140873842,Source Verified,Sep-2018,major_purchase,major_purchase,920xx,MN,38.68253048066278,Jun-2005,834,838,5,11,0,3836,61.0565509995602,26,Fractional Funded,Individual,9,0,1321.65,0,Fully Paid,Excellent,4,11114.478450728202,11.89124623219192
1004404,31957, 36 months,11.91,C,C4,Sales,,OWN,42005.346118971305,Verified,Jun-2015,debt_consolidation,debt_consolidation,265xx,KS,26.9501406127726,Jul-1994,849,853,1,10,0,4035,32.14000915700208,13,Whole Funded,Individual,4,0,1060.06,0,Fully Paid,Excellent,4,3500.4455099142756,30.283573819321084
1004405,34885, 60 months,13.69,C,C1,Driver,3 years,MORTGAGE,48099.77474917828,Verified,Jun-2016,debt_consolidation,debt_consolidation,482xx,DC,29.281725491666187,Apr-1996,761,765,2,7,0,48070,70.12536495128428,9,Whole Funded,Individual,3,1,806.12,0,Fully Paid,Very Good,4,4008.3145624315234,20.11119605121489
1004406,36596, 36 months,18.83,E,E3,Director,< 1 year,RENT,71395.88202882858,Source Verified,Nov-2017,debt_consolidation,debt_consolidation,439xx,TN,24.37631729963492,Apr-1995,744,748,0,5,1,39589,90.5921021745294,12,Fractional Funded,Individual,4,0,1338.32,1,Charged Off,Very Good,4,5949.656835735715,22.494070447249715
1004407,30866, 60 months,21.22,E,E5,Teacher,,MORTGAGE,79362.3746339378,Verified,Aug-2015,debt_consolidation,debt_consolidation,523xx,RI,10.38110316174289,Oct-2002,744,748,0,12,0,989,29.079926074347277,23,Whole Funded,Joint App,0,0,838.85,0,Fully Paid,Very Good,4,6613.5312194948165,12.683844260495933
1004408,31676, 36 months,18.69,E,E2,Director,5 years,MORTGAGE,30603.778563196844,Verified,Mar-2017,debt_consolidation,debt_consolidation,320xx,CT,2.519785218068513,Apr-1991,702,706,0,8,0,24941,0.7003005378675375,16,Whole Funded,Individual,6,0,1156.16,0,Fully Paid,Good,4,2550.3148802664036,45.33400988819187
1004409,14878, 60 months,15.82,D,D2,RN,2 years,RENT,31256.18960255202,Verified,Jun-2018,debt_consolidation,debt_consolidation,666xx,CT,22.438026953760435,Sep-2007,772,776,1,7,0,15389,88.77338444180647,7,Whole Funded,Individual,8,0,360.38,0,Fully Paid,Very Good,4,2604.6824668793347,13.835851570489918
1004410,28559, 36 months,24.09,F,F1,Project Manager,7 years,MORTGAGE,99002.94383854112,Verified,Jan-2016,moving,moving,850xx,ND,17.860883997147337,Nov-1994,787,791,0,10,0,5265,78.62120616968781,21,Whole Funded,Individual,0,0,1121.8,0,Fully Paid,Very Good,4,8250.245319878426,13.597171435582602
1004411,7771, 60 months,20.48,E,E4,,10+ years,MORTGAGE,46893.1478207261,Source Verified,Sep-2018,debt_consolidation,debt_consolidation,354xx,NJ,4.924818729773595,Oct-2010,701,705,0,13,0,15870,33.382277405684015,18,Fractional Funded,Individual,7,0,207.96,0,Fully Paid,Good,4,3907.7623183938417,5.321715679101875
1004412,17526, 36 months,7.31,A,A2,Director,9 years,MORTGAGE,92280.2154481585,Verified,Jul-2017,other,other,113xx,NY,34.38056228666155,May-2010,696,700,1,9,0,37662,76.11310507544918,9,Whole Funded,Individual,2,0,543.64,1,Charged Off,Good,4,7690.0179540132085,7.0694243271082255
1004413,30896, 36 months,16.16,D,D4,Teacher,4 years,RENT,28622.586766311622,Source Verified,Jun-2016,credit_card,credit_card,136xx,NJ,19.87061721567945,Jan-1996,682,686,1,10,1,25023,34.01358786605249,11,Fractional Funded,Individual,6,0,1088.65,1,Charged Off,Good,4,2385.2155638593017,45.641577075681745
1004414,32923, 36 months,13.19,C,C2,Project Manager,8 years,MORTGAGE,47858.074389549394,Source Verified,Feb-2015,debt_consolidation,debt_consolidation,965xx,CO,18.15237076290924,Nov-1994,838,842,0,10,0,5441,63.15837587793919,14,Fractional Funded,Individual,4,0,1112.32,0,Fully Paid,Excellent,4,3988.172865795783,27.890466071310886
1004415,37203, 36 months,20.9,E,E3,Supervisor,8 years,MORTGAGE,117400.81306826802,Verified,Jun-2016,credit_card,credit_card,120xx,OK,16.694564400492986,Nov-2006,688,692,2,10,0,31937,3.971575060671362,24,Fractional Funded,Individual,3,0,1399.72,1,Charged Off,Good,4,9783.401089022334,14.307090011576696
1004416,13852, 36 months,5.89,A,A1,Teacher,10+ years,OWN,120513.21470020156,Verified,Jul-2016,car,car,873xx,NE,29.51027120004933,Jan-2007,783,787,3,11,0,27434,96.10514277073251,18,Whole Funded,Individual,4,0,420.71,0,Fully Paid,Very Good,4,10042.767891683463,4.189183744338003
1004417,2848, 36 months,13.21,C,C4,Sales,1 year,MORTGAGE,43480.086316736095,Source Verified,Feb-2017,credit_card,credit_card,639xx,NC,2.0707882303136804,Sep-2004,785,789,0,9,0,26800,32.25511403777263,19,Whole Funded,Individual,7,0,96.25,0,Fully Paid,Very Good,4,3623.3405263946747,2.656388470773169
1004418,32027, 36 months,11.37,C,C1,Engineer,4 years,MORTGAGE,17010.087698374242,Source Verified,Aug-2016,debt_consolidation,debt_consolidation,204xx,WI,8.612460588605906,Sep-2005,767,771,1,11,0,45571,81.01888468026537,15,Fractional Funded,Individual,9,0,1054.14,0,Fully Paid,Very Good,4,1417.5073081978535,74.36575415898066
1004419,36464, 60 months,7.82,A,A5,Project Manager,6 years,RENT,90061.76012643192,Source Verified,Jun-2015,credit_card,credit_card,613xx,NM,36.09289368139364,May-1998,712,716,0,5,0,1655,20.25630078600972,20,Fractional Funded,Individual,3,1,736.22,0,Fully Paid,Good,4,7505.146677202661,9.809535131889067
1004420,35485, 36 months,12.58,C,C1,Project Manager,6 years,MORTGAGE,68564.10172702117,Verified,Aug-2015,major_purchase,major_purchase,507xx,GA,1.6071465028799503,Dec-2004,844,848,0,8,0,9417,34.36032357504276,25,Fractional Funded,Joint App,4,0,1188.46,0,Fully Paid,Excellent,4,5713.675143918431,20.800272505254046
1004421,20456, 60 months,18.46,E,E4,RN,9 years,MORTGAGE,73248.8612060139,Verified,Mar-2015,credit_card,credit_card,910xx,WI,24.429977665563523,Mar-1997,838,842,0,4,1,4763,96.496880277149,10,Whole Funded,Individual,8,0,524.58,0,Fully Paid,Excellent,4,6104.071767167825,8.593935654911137
1004422,10259, 36 months,12.23,C,C4,Manager,2 years,OWN,29613.095594721894,Not Verified,Aug-2015,debt_consolidation,debt_consolidation,596xx,SD,9.652948704050017,May-2008,822,826,1,15,1,32159,25.000232699430143,24,Fractional Funded,Individual,8,0,341.87,0,Fully Paid,Excellent,4,2467.7579662268245,13.853465561807731
1004423,36554, 36 months,16.6,D,D5,Supervisor,6 years,MORTGAGE,56147.31264139434,Verified,Jan-2017,debt_consolidation,debt_consolidation,143xx,OH,21.619511171158457,Jul-2002,763,767,1,12,0,49617,73.64644191057262,18,Whole Funded,Individual,3,1,1295.98,0,Fully Paid,Very Good,4,4678.942720116195,27.69813775296262
1004424,14409, 60 months,16.86,D,D5,Driver,6 years,RENT,63755.97546792412,Verified,Feb-2015,debt_consolidation,debt_consolidation,260xx,TX,21.24447954491551,Nov-1990,696,700,0,11,0,25185,12.57750731868822,16,Whole Funded,Individual,6,0,357.02,1,Charged Off,Good,4,5312.997955660344,6.7197466097203975
1004425,4791, 60 months,16.74,D,D2,Sales,3 years,MORTGAGE,152826.15051421785,Source Verified,Oct-2018,credit_card,credit_card,389xx,AL,26.25034866039918,May-2007,780,784,0,9,0,9803,96.0301297759494,27,Whole Funded,Joint App,1,0,118.4,0,Fully Paid,Very Good,4,12735.512542851488,0.9296838238870768
1004426,26864, 36 months,15.59,D,D4,,10+ years,MORTGAGE,123916.5464201048,Verified,Oct-2015,credit_card,credit_card,408xx,RI,6.870109514340608,Nov-2007,737,741,0,13,0,45979,28.03772961380431,28,Whole Funded,Individual,3,0,939.03,0,Fully Paid,Good,4,10326.378868342066,9.09350714294259
1004427,37639, 36 months,7.34,A,A1,Engineer,6 years,MORTGAGE,114431.8605800176,Not Verified,May-2015,debt_consolidation,debt_consolidation,124xx,IN,25.63213451602616,Sep-2010,679,683,0,9,0,8046,70.0006626368932,9,Fractional Funded,Joint App,9,0,1168.04,0,Fully Paid,Good,4,9535.988381668134,12.248756534198654
1004428,35574, 36 months,9.37,B,B5,Director,7 years,RENT,69005.36177296689,Source Verified,Jul-2017,credit_card,credit_card,335xx,OR,31.26579246167124,Oct-1992,834,838,0,15,0,25786,19.850452209172133,25,Whole Funded,Individual,3,0,1137.38,0,Fully Paid,Excellent,4,5750.446814413907,19.778984776436424
1004429,18888, 36 months,21.0,E,E1,Supervisor,2 years,MORTGAGE,35621.51104977704,Not Verified,Jul-2017,debt_consolidation,debt_consolidation,746xx,CT,7.029000593775607,Mar-2000,721,725,2,8,0,2385,74.17934252537776,11,Fractional Funded,Individual,1,0,711.61,0,Fully Paid,Good,4,2968.4592541480865,23.97236879723397
1004430,20692, 36 months,15.05,D,D5,Manager,1 year,MORTGAGE,52352.40855971158,Verified,Feb-2018,debt_consolidation,debt_consolidation,890xx,WA,31.57720393743041,Apr-2006,691,695,4,12,0,39951,59.0518686813814,25,Fractional Funded,Individual,6,0,717.8,1,Charged Off,Good,4,4362.700713309298,16.453111207243857
1004431,24501, 36 months,19.12,E,E4,Engineer,8 years,RENT,28184.00988901683,Not Verified,Dec-2017,debt_consolidation,debt_consolidation,804xx,WY,4.87088880795977,Aug-2007,811,815,1,10,0,15594,9.034438716242589,14,Fractional Funded,Joint App,7,0,899.6,0,Fully Paid,Excellent,4,2348.6674907514025,38.30256958647618
